id_avaliacao,data_avaliacao,id_cliente,nota_nps,canal,dispositivo,categoria_compra,valor_pedido,uf,primeiro_pedido
202604-00023,2026-04-13,C22699,9,site,Android,Livros,"R$ 64,78",SP,nao
202604-00024,2026-04-01,C34368,7,marketplace,Android,Mercado,"R$ 120,74",SP,nao
202604-00025,2026-04-25,C29280,10,site,Android,Mercado,"R$ 169,40",BA,sim
202604-00026,2026-04-22,C12440,8,app,iOS,Esporte,"R$ 215,39",MG,sim
202604-00027,2026-04-09,C28238,10,app,iOS,Mercado,"R$ 179,55",PE,nao
202604-00028,2026-04-23,C15072,8,app,Desktop,Esporte,"R$ 48,51",CE,sim
202604-00029,2026-04-27,C31688,5,site,Android,Esporte,"R$ 98,13",SP,nao
202604-00030,2026-04-17,C17207,7,app,Android,Mercado,"R$ 106,60",BA,sim
202604-00031,2026-04-13,C13012,9,app,Desktop,Livros,"R$ 176,05",DF,nao
202604-00032,2026-04-07,C34663,8,app,Android,Esporte,"R$ 170,81",RS,sim
202604-00033,2026-04-15,C17875,9,app,Android,Esporte,"R$ 30,48",BA,sim
202604-00034,2026-04-13,C36090,5,marketplace,Android,Esporte,"R$ 109,85",BA,nao
202604-00035,2026-04-27,C35247,6,app,Desktop,Beleza,"R$ 184,92",DF,nao
202604-00036,2026-04-11,C26839,10,app,iOS,Mercado,"R$ 285,18",PR,sim
202604-00037,2026-04-22,C30627,7,site,Desktop,Beleza,"R$ 344,99",PR,sim
202604-00038,2026-04-21,C36763,9,app,Android,Moda,"R$ 95,97",PE,sim
202604-00039,2026-04-02,C12867,7,app,iOS,Casa e Decoração,"R$ 98,32",BA,sim
202604-00040,2026-04-09,C23357,7,site,Android,Beleza,"R$ 136,91",PR,nao
202604-00041,2026-04-18,C10193,9,app,Android,Mercado,"R$ 121,77",RJ,sim
202604-00042,2026-04-12,C26476,8,site,Android,Casa e Decoração,"R$ 279,63",RJ,sim
202604-00043,2026-04-13,C22947,10,app,iOS,Moda,"R$ 42,97",CE,sim
202604-00044,2026-04-26,C36131,3,app,iOS,Livros,"R$ 233,70",PE,sim
202604-00045,2026-04-01,C28137,6,app,iOS,Eletrônicos,"R$ 103,82",BA,sim
202604-00046,2026-04-18,C27941,5,site,iOS,Livros,"R$ 34,42",PE,nao
202604-00047,2026-04-05,C15274,9,app,Android,Casa e Decoração,"R$ 206,73",DF,sim
202604-00048,2026-04-28,C11782,7,app,Desktop,Esporte,"R$ 19,81",SP,nao
202604-00049,2026-04-10,C32009,7,site,iOS,Livros,"R$ 159,85",RJ,nao
202604-00050,2026-04-05,C31997,4,marketplace,iOS,Esporte,"R$ 138,15",BA,sim
202604-00051,2026-04-16,C24766,7,marketplace,Android,Livros,"R$ 182,27",BA,sim
202604-00052,2026-04-26,C20365,8,site,iOS,Casa e Decoração,"R$ 61,49",BA,sim
202604-00053,2026-04-09,C37528,10,site,Android,Casa e Decoração,"R$ 108,75",PE,nao
202604-00054,2026-04-25,C20009,8,app,iOS,Livros,"R$ 63,23",BA,sim
202604-00055,2026-04-18,C16436,7,site,Desktop,Eletrônicos,"R$ 65,41",MG,sim
202604-00056,2026-04-21,C11022,6,marketplace,Android,Mercado,"R$ 402,70",DF,sim
202604-00057,2026-04-09,C27808,4,marketplace,Android,Livros,"R$ 39,27",DF,sim
202604-00058,2026-04-25,C29320,10,app,iOS,Beleza,"R$ 104,95",PR,sim
202604-00059,2026-04-01,C31714,7,app,Desktop,Esporte,"R$ 251,62",DF,sim
202604-00060,2026-04-15,C15217,6,site,Desktop,Livros,"R$ 436,25",MG,sim
202604-00061,2026-04-12,C11324,9,site,Android,Eletrônicos,"R$ 86,35",CE,nao
202604-00062,2026-04-22,C16775,10,app,Android,Beleza,"R$ 79,52",SP,nao
202604-00063,2026-04-02,C31250,8,marketplace,Android,Esporte,"R$ 149,83",SP,nao
202604-00064,2026-04-19,C27837,10,site,Android,Beleza,"R$ 362,51",RS,nao
202604-00065,2026-04-17,C18243,8,site,Desktop,Esporte,"R$ 71,71",RJ,nao
202604-00066,2026-04-16,C35973,9,app,Android,Esporte,"R$ 75,61",BA,sim
202604-00067,2026-04-03,C26860,10,app,iOS,Moda,"R$ 133,70",PR,sim
202604-00068,2026-04-22,C17547,8,app,iOS,Eletrônicos,"R$ 138,28",RJ,nao
202604-00069,2026-04-07,C29359,5,site,Desktop,Eletrônicos,"R$ 61,55",CE,sim
202604-00070,2026-04-19,C15279,10,app,Android,Esporte,"R$ 76,72",SP,sim
202604-00071,2026-04-06,C26929,6,app,Android,Esporte,"R$ 176,91",RS,sim
202604-00072,2026-04-03,C17097,9,marketplace,Desktop,Mercado,"R$ 200,99",RS,nao
202604-00073,2026-04-20,C14676,10,app,Desktop,Moda,"R$ 71,54",PE,nao
202604-00074,2026-04-15,C29547,6,app,iOS,Beleza,"R$ 347,56",BA,sim
202604-00075,2026-04-17,C38167,8,app,Android,Mercado,"R$ 101,94",PR,sim
202604-00076,2026-04-16,C39543,10,site,iOS,Mercado,"R$ 179,35",MG,sim
202604-00077,2026-04-20,C27671,9,app,Desktop,Mercado,"R$ 553,08",MG,nao
202604-00078,2026-04-28,C11423,6,site,Android,Mercado,"R$ 232,64",BA,nao
202604-00079,2026-04-12,C29301,8,site,Desktop,Mercado,"R$ 146,64",PE,sim
202604-00080,2026-04-16,C35095,10,app,Desktop,Casa e Decoração,"R$ 173,38",RS,nao
202604-00081,2026-04-23,C34367,9,app,Android,Eletrônicos,"R$ 257,43",SP,sim
202604-00082,2026-04-23,C36354,8,app,Android,Moda,"R$ 67,53",PR,nao
202604-00083,2026-04-09,C38015,6,site,Android,Esporte,"R$ 30,68",RS,nao
202604-00084,2026-04-25,C16674,10,marketplace,Android,Beleza,"R$ 56,13",PE,sim
202604-00085,2026-04-16,C18315,8,app,Android,Mercado,"R$ 100,11",DF,nao
202604-00086,2026-04-24,C17529,8,site,Android,Moda,"R$ 215,08",RJ,sim
202604-00087,2026-04-26,C21089,10,app,Android,Livros,"R$ 80,79",PE,sim
202604-00088,2026-04-26,C12984,8,app,Android,Esporte,"R$ 148,09",SP,nao
202604-00089,2026-04-08,C22151,8,app,iOS,Beleza,"R$ 374,33",RS,nao
202604-00090,2026-04-10,C33317,9,site,iOS,Mercado,"R$ 203,25",DF,sim
202604-00091,2026-04-01,C16609,9,site,Desktop,Esporte,"R$ 276,28",CE,nao
202604-00092,2026-04-17,C26902,9,app,Android,Livros,"R$ 49,02",SP,sim
202604-00093,2026-04-06,C12845,9,app,Android,Casa e Decoração,"R$ 77,02",SP,nao
202604-00094,2026-04-17,C10503,7,app,iOS,Eletrônicos,"R$ 183,18",PR,nao
202604-00095,2026-04-19,C21406,10,site,Desktop,Moda,"R$ 123,33",DF,sim
202604-00096,2026-04-19,C10152,9,app,Android,Eletrônicos,"R$ 400,03",PE,sim
202604-00097,2026-04-04,C36310,8,site,iOS,Esporte,"R$ 750,83",BA,nao
202604-00098,2026-04-19,C25847,9,site,Android,Mercado,"R$ 35,43",PE,nao
202604-00099,2026-04-28,C10896,9,site,iOS,Beleza,"R$ 158,67",SP,sim
202604-00100,2026-04-26,C20345,10,site,Android,Esporte,"R$ 194,65",PR,sim
202604-00101,2026-04-08,C19413,7,site,Android,Mercado,"R$ 51,57",RS,nao
202604-00102,2026-04-16,C20284,8,app,Desktop,Casa e Decoração,"R$ 67,00",MG,sim
202604-00103,2026-04-16,C34153,6,marketplace,Android,Mercado,"R$ 183,46",PR,nao
202604-00104,2026-04-27,C18182,10,app,Android,Mercado,"R$ 160,18",PR,sim
202604-00105,2026-04-22,C31739,6,app,iOS,Mercado,"R$ 165,87",RJ,sim
202604-00106,2026-04-20,C20335,10,site,Desktop,Esporte,"R$ 79,29",BA,nao
202604-00107,2026-04-09,C23037,8,app,Android,Eletrônicos,"R$ 122,77",DF,nao
202604-00108,2026-04-02,C26465,7,app,Desktop,Mercado,"R$ 191,29",DF,sim
202604-00109,2026-04-23,C26980,8,app,Android,Eletrônicos,"R$ 162,99",RJ,sim
202604-00110,2026-04-11,C21848,7,app,iOS,Esporte,"R$ 89,46",RJ,nao
202604-00111,2026-04-20,C21242,10,app,Android,Moda,"R$ 93,60",CE,nao
202604-00112,2026-04-12,C37994,10,site,Android,Esporte,"R$ 91,86",BA,sim
202604-00113,2026-04-27,C13272,7,marketplace,Desktop,Esporte,"R$ 233,41",PR,nao
202604-00114,2026-04-05,C36215,4,marketplace,iOS,Mercado,"R$ 35,43",PR,sim
202604-00115,2026-04-05,C39270,5,app,Android,Livros,"R$ 294,07",CE,nao
202604-00116,2026-04-09,C28420,6,site,iOS,Eletrônicos,"R$ 728,32",RS,sim
202604-00117,2026-04-16,C37491,7,app,Android,Casa e Decoração,"R$ 138,27",RS,nao
202604-00118,2026-04-18,C36542,10,app,iOS,Eletrônicos,"R$ 494,86",DF,nao
202604-00119,2026-04-07,C28902,10,marketplace,Android,Moda,"R$ 283,12",SP,nao
202604-00120,2026-04-16,C35386,10,app,Desktop,Beleza,"R$ 183,97",DF,nao
202604-00121,2026-04-28,C15491,10,app,Desktop,Beleza,"R$ 82,61",MG,nao
202604-00122,2026-04-03,C15308,6,site,iOS,Livros,"R$ 121,22",RJ,nao
202604-00123,2026-04-21,C22958,7,site,Android,Mercado,"R$ 88,48",SP,nao
202604-00124,2026-04-15,C23565,9,site,Desktop,Moda,"R$ 237,15",DF,sim
202604-00125,2026-04-07,C15469,8,site,iOS,Beleza,"R$ 341,82",RJ,sim
202604-00126,2026-04-17,C35067,6,app,iOS,Esporte,"R$ 106,11",PE,sim
202604-00127,2026-04-10,C17515,7,app,iOS,Livros,"R$ 32,90",PE,sim
202604-00128,2026-04-01,C11151,8,app,Desktop,Casa e Decoração,"R$ 111,58",MG,nao
202604-00129,2026-04-09,C27974,10,app,Desktop,Livros,"R$ 188,97",DF,sim
202604-00130,2026-04-21,C34540,6,site,Android,Esporte,"R$ 444,91",CE,nao
202604-00131,2026-04-18,C17442,9,marketplace,Android,Casa e Decoração,"R$ 182,63",CE,nao
202604-00132,2026-04-01,C10003,8,app,Android,Moda,"R$ 62,08",RS,nao
202604-00133,2026-04-01,C32536,8,app,Desktop,Beleza,"R$ 260,38",DF,nao
202604-00134,2026-04-26,C19598,10,app,Android,Esporte,"R$ 357,91",PE,nao
202604-00135,2026-04-14,C22935,7,app,Android,Livros,"R$ 55,49",DF,nao
202604-00136,2026-04-09,C12595,8,site,iOS,Mercado,"R$ 35,24",PR,nao
202604-00137,2026-04-26,C18808,9,app,Desktop,Moda,"R$ 109,58",DF,sim
202604-00138,2026-04-20,C24836,7,app,Android,Moda,"R$ 39,79",CE,nao
202604-00139,2026-04-18,C10725,9,app,iOS,Casa e Decoração,"R$ 83,69",SP,sim
202604-00140,2026-04-08,C12955,5,site,Android,Casa e Decoração,"R$ 16,27",SP,nao
202604-00141,2026-04-12,C25194,8,app,iOS,Eletrônicos,"R$ 420,14",CE,sim
202604-00142,2026-04-03,C27799,10,app,iOS,Mercado,"R$ 88,24",PE,nao
202604-00143,2026-04-04,C35170,6,site,Android,Beleza,"R$ 168,70",SP,sim
202604-00144,2026-04-07,C25100,6,site,iOS,Livros,"R$ 150,09",SP,sim
202604-00145,2026-04-11,C15197,10,app,iOS,Esporte,"R$ 286,82",RS,sim
202604-00146,2026-04-07,C21810,8,app,Desktop,Moda,"R$ 105,36",RS,sim
202604-00147,2026-04-11,C10493,7,app,iOS,Eletrônicos,"R$ 68,11",PE,nao
202604-00148,2026-04-02,C29040,7,site,Android,Esporte,"R$ 157,14",SP,sim
202604-00149,2026-04-08,C15167,10,app,Android,Casa e Decoração,"R$ 69,25",RJ,sim
202604-00150,2026-04-23,C27575,10,app,iOS,Moda,"R$ 100,51",MG,nao
202604-00151,2026-04-26,C39222,7,marketplace,iOS,Livros,"R$ 72,02",BA,nao
202604-00152,2026-04-09,C39447,4,app,Android,Esporte,"R$ 225,62",MG,nao
202604-00153,2026-04-07,C28569,9,site,iOS,Livros,"R$ 99,79",CE,nao
202604-00154,2026-04-28,C28170,9,app,Android,Beleza,"R$ 174,37",SP,nao
202604-00155,2026-04-12,C24879,4,site,,Livros,"R$ 83,90",DF,nao
202604-00156,2026-04-20,C38076,9,site,Android,Casa e Decoração,"R$ 50,50",SP,sim
202604-00157,2026-04-27,C22697,8,site,Android,Mercado,"R$ 47,01",DF,sim
202604-00158,2026-04-14,C31001,9,site,iOS,Livros,"R$ 118,52",BA,sim
202604-00159,2026-04-06,C38622,5,app,iOS,Moda,"R$ 274,60",MG,sim
202604-00160,2026-04-22,C26053,7,app,Android,Casa e Decoração,"R$ 68,91",PE,sim
202604-00161,2026-04-23,C12322,9,app,,Moda,"R$ 271,52",SP,nao
202604-00162,2026-04-15,C36247,5,marketplace,Android,Livros,"R$ 126,87",RJ,nao
202604-00163,2026-04-27,C30215,8,site,iOS,Eletrônicos,"R$ 197,39",SP,nao
202604-00164,2026-04-17,C13182,9,app,iOS,Beleza,"R$ 93,98",PR,sim
202604-00165,2026-04-19,C30490,7,app,Android,Esporte,"R$ 129,06",PR,nao
202604-00166,2026-04-12,C32101,5,site,Android,Eletrônicos,"R$ 15,72",SP,sim
202604-00167,2026-04-13,C26537,8,site,iOS,Esporte,"R$ 228,78",DF,nao
202604-00168,2026-04-18,C20638,2,marketplace,Android,Livros,"R$ 59,93",BA,nao
202604-00169,2026-04-20,C17887,9,site,iOS,Mercado,"R$ 512,99",BA,nao
202604-00170,2026-04-15,C23011,8,app,,Eletrônicos,"R$ 73,00",CE,nao
202604-00171,2026-04-05,C39174,7,site,iOS,Moda,"R$ 318,12",DF,sim
202604-00172,2026-04-25,C36933,6,marketplace,Desktop,Esporte,"R$ 69,45",SP,sim
202604-00173,2026-04-12,C15115,7,app,Android,Esporte,"R$ 62,34",CE,sim
202604-00174,2026-04-03,C28693,9,app,Desktop,Livros,"R$ 378,90",RS,sim
202604-00175,2026-04-06,C25999,8,site,Android,Esporte,"R$ 101,83",CE,sim
202604-00176,2026-04-02,C33946,7,site,Android,Mercado,"R$ 40,68",RS,sim
202604-00177,2026-04-12,C38829,9,marketplace,Android,Mercado,"R$ 115,07",BA,sim
202604-00178,2026-04-24,C31390,6,marketplace,Desktop,Livros,"R$ 1.135,89",PR,nao
202604-00179,2026-04-02,C20463,9,app,iOS,Esporte,"R$ 71,79",DF,sim
202604-00180,2026-04-15,C34669,8,app,Android,Moda,"R$ 271,49",PE,nao
202604-00181,2026-04-05,C14331,9,app,Android,Livros,"R$ 44,40",PE,sim
202604-00182,2026-04-03,C23058,9,site,Android,Moda,"R$ 76,12",RS,sim
202604-00183,2026-04-16,C22953,10,app,iOS,Esporte,"R$ 258,79",PR,sim
202604-00184,2026-04-25,C24092,8,app,Desktop,Eletrônicos,"R$ 297,89",RS,sim
202604-00185,2026-04-12,C21413,8,site,iOS,Livros,"R$ 220,73",PE,sim
202604-00186,2026-04-12,C30192,9,site,Desktop,Esporte,"R$ 67,19",MG,sim
202604-00187,2026-04-07,C32457,7,app,Android,Mercado,"R$ 249,88",PR,sim
202604-00188,2026-04-08,C30349,8,app,Desktop,Mercado,"R$ 91,60",SP,nao
202604-00189,2026-04-10,C24747,6,app,iOS,Livros,"R$ 163,45",RJ,sim
202604-00190,2026-04-25,C18475,10,app,Android,Moda,"R$ 57,55",DF,sim
202604-00191,2026-04-02,C18370,8,app,iOS,Mercado,"R$ 326,54",DF,nao
202604-00192,2026-04-03,C22735,8,app,Android,Livros,"R$ 166,78",SP,nao
202604-00193,2026-04-10,C38423,5,marketplace,Android,Beleza,"R$ 163,99",SP,sim
202604-00194,2026-04-28,C29565,6,marketplace,iOS,Esporte,"R$ 242,26",CE,nao
202604-00195,2026-04-02,C18106,10,site,iOS,Beleza,"R$ 744,49",SP,nao
202604-00196,2026-04-12,C32423,9,site,Android,Moda,"R$ 152,64",SP,nao
202604-00197,2026-04-13,C39176,8,site,Desktop,Esporte,"R$ 94,90",RS,nao
202604-00198,2026-04-13,C31526,9,app,Android,Esporte,"R$ 98,81",BA,sim
202604-00199,2026-04-05,C23974,9,app,Desktop,Casa e Decoração,"R$ 305,61",SP,nao
202604-00200,2026-04-21,C14540,6,site,Android,Moda,"R$ 269,86",PR,sim
202604-00201,2026-04-05,C24092,10,app,Desktop,Moda,"R$ 111,87",DF,sim
202604-00202,2026-04-18,C33574,4,app,iOS,Moda,"R$ 79,40",DF,sim
202604-00203,2026-04-14,C19940,10,site,Desktop,Livros,"R$ 119,58",PE,nao
202604-00204,2026-04-04,C14310,6,app,Android,Esporte,"R$ 85,34",PR,nao
202604-00205,2026-04-08,C29541,9,site,Android,Casa e Decoração,"R$ 178,17",SP,sim
202604-00206,2026-04-05,C26460,7,site,Android,Livros,"R$ 93,99",CE,nao
202604-00207,2026-04-16,C25527,8,app,iOS,Eletrônicos,"R$ 63,71",PE,nao
202604-00208,2026-04-09,C23534,10,site,Android,Moda,"R$ 96,97",SP,sim
202604-00209,2026-04-28,C30219,10,app,iOS,Beleza,"R$ 352,45",CE,sim
202604-00210,2026-04-20,C34095,10,app,Android,Beleza,"R$ 89,83",SP,sim
202604-00211,2026-04-15,C37099,8,site,Desktop,Moda,"R$ 119,47",CE,nao
202604-00212,2026-04-18,C22694,5,marketplace,Android,Eletrônicos,"R$ 152,48",SP,sim
202604-00213,2026-04-10,C35351,6,app,Android,Beleza,"R$ 279,05",PE,nao
202604-00214,2026-04-23,C26940,7,site,Android,Livros,"R$ 139,88",SP,nao
202604-00215,2026-04-04,C15890,9,app,Desktop,Livros,"R$ 101,37",DF,sim
202604-00216,2026-04-15,C10816,10,app,Android,Livros,"R$ 87,14",BA,sim
202604-00217,2026-04-09,C20619,9,marketplace,Desktop,Mercado,"R$ 47,36",RJ,sim
202604-00218,2026-04-03,C13740,8,site,Android,Eletrônicos,"R$ 472,13",RJ,nao
202604-00219,2026-04-20,C15239,6,site,Android,Mercado,"R$ 75,61",DF,sim
202604-00220,2026-04-28,C31611,8,marketplace,iOS,Moda,"R$ 137,79",SP,sim
202604-00221,2026-04-14,C20094,8,site,Android,Beleza,"R$ 171,13",SP,nao
202604-00222,2026-04-05,C16647,9,site,,Mercado,"R$ 264,22",RJ,nao
202604-00223,2026-04-28,C26339,9,app,iOS,Beleza,"R$ 102,63",CE,sim
202604-00224,2026-04-15,C23439,10,app,Android,Eletrônicos,"R$ 459,40",CE,sim
202604-00225,2026-04-20,C30599,7,marketplace,Desktop,Eletrônicos,"R$ 61,43",RS,sim
202604-00226,2026-04-02,C14763,10,app,Android,Mercado,"R$ 111,69",BA,nao
202604-00227,2026-04-02,C13568,4,app,iOS,Livros,"R$ 219,90",RJ,nao
202604-00228,2026-04-19,C35798,7,site,Desktop,Livros,"R$ 114,05",SP,nao
202604-00229,2026-04-25,C19807,7,marketplace,Desktop,Mercado,"R$ 138,84",RJ,sim
202604-00230,2026-04-03,C19595,9,site,iOS,Mercado,"R$ 89,58",DF,nao
202604-00231,2026-04-17,C16876,9,app,Android,Eletrônicos,"R$ 101,32",PE,sim
202604-00232,2026-04-26,C33160,10,app,Android,Casa e Decoração,"R$ 186,93",SP,nao
202604-00233,2026-04-12,C14250,6,site,Android,Livros,"R$ 259,87",SP,nao
202604-00234,2026-04-20,C17625,7,app,Desktop,Eletrônicos,"R$ 213,93",MG,sim
202604-00235,2026-04-24,C37789,9,app,Android,Beleza,"R$ 439,98",RJ,nao
202604-00236,2026-04-18,C36412,8,app,iOS,Moda,"R$ 95,15",BA,nao
202604-00237,2026-04-10,C19839,8,app,iOS,Eletrônicos,"R$ 98,28",RJ,sim
202604-00238,2026-04-13,C33737,9,site,Desktop,Mercado,"R$ 39,20",BA,sim
202604-00239,2026-04-22,C25699,6,app,Android,Livros,"R$ 57,54",BA,sim
202604-00240,2026-04-28,C27595,10,app,Android,Mercado,"R$ 402,39",CE,nao
202604-00241,2026-04-27,C27074,7,marketplace,Android,Casa e Decoração,"R$ 107,97",SP,sim
202604-00242,2026-04-26,C39098,9,app,iOS,Moda,"R$ 274,05",BA,nao
202604-00243,2026-04-13,C30529,6,site,iOS,Esporte,"R$ 143,58",BA,nao
202604-00244,2026-04-28,C35635,10,app,Android,Casa e Decoração,"R$ 172,56",RJ,sim
202604-00245,2026-04-16,C38739,9,app,Android,Casa e Decoração,"R$ 244,87",RJ,sim
202604-00246,2026-04-04,C22262,2,site,Android,Eletrônicos,"R$ 195,30",MG,nao
202604-00247,2026-04-17,C15048,6,site,Desktop,Livros,"R$ 33,74",CE,nao
202604-00248,2026-04-25,C38567,9,site,Desktop,Esporte,"R$ 317,84",MG,sim
202604-00249,2026-04-15,C22700,8,app,Android,Eletrônicos,"R$ 236,75",SP,nao
202604-00250,2026-04-28,C12853,10,marketplace,Desktop,Eletrônicos,"R$ 305,04",SP,nao
202604-00251,2026-04-21,C39233,10,app,iOS,Casa e Decoração,"R$ 204,28",RS,nao
202604-00252,2026-04-22,C13855,8,site,iOS,Eletrônicos,"R$ 39,59",CE,sim
202604-00253,2026-04-17,C13354,6,marketplace,Android,Casa e Decoração,"R$ 67,34",DF,nao
202604-00254,2026-04-19,C18022,10,app,iOS,Casa e Decoração,"R$ 107,43",RS,nao
202604-00255,2026-04-16,C39599,9,app,iOS,Eletrônicos,"R$ 178,76",SP,sim
202604-00256,2026-04-23,C29533,8,app,Android,Livros,"R$ 398,03",MG,nao
202604-00257,2026-04-11,C36785,6,site,Android,Mercado,"R$ 139,24",RS,sim
202604-00258,2026-04-19,C14318,5,marketplace,Desktop,Livros,"R$ 48,23",CE,nao
202604-00259,2026-04-22,C31116,7,app,Android,Moda,"R$ 118,40",RS,sim
202604-00260,2026-04-09,C39912,8,app,iOS,Livros,"R$ 74,84",SP,nao
202604-00261,2026-04-15,C25974,5,site,Android,Casa e Decoração,"R$ 114,64",BA,nao
202604-00262,2026-04-10,C35163,5,app,Android,Esporte,"R$ 206,86",MG,sim
202604-00263,2026-04-11,C28223,9,app,Android,Esporte,"R$ 43,80",RJ,nao
202604-00264,2026-04-08,C30344,8,app,iOS,Beleza,"R$ 71,77",PE,nao
202604-00265,2026-04-27,C32742,9,app,Android,Beleza,"R$ 310,54",PR,nao
202604-00266,2026-04-06,C31712,4,site,Android,Livros,"R$ 131,70",PR,nao
202604-00267,2026-04-15,C20661,8,app,Desktop,Moda,"R$ 194,40",SP,nao
202604-00268,2026-04-20,C13563,7,marketplace,Android,Mercado,"R$ 71,78",RJ,nao
202604-00269,2026-04-03,C17130,8,app,Desktop,Mercado,"R$ 69,60",SP,sim
202604-00270,2026-04-15,C27408,10,site,Android,Beleza,"R$ 123,34",MG,sim
202604-00271,2026-04-10,C28686,10,app,Android,Beleza,"R$ 116,46",BA,nao
202604-00272,2026-04-01,C30037,5,marketplace,Android,Moda,"R$ 42,11",SP,nao
202604-00273,2026-04-02,C10027,5,app,Desktop,Casa e Decoração,"R$ 40,09",DF,sim
202604-00274,2026-04-08,C24146,7,marketplace,Android,Casa e Decoração,"R$ 173,49",SP,nao
202604-00275,2026-04-18,C16921,5,app,Android,Moda,"R$ 227,36",PE,nao
202604-00276,2026-04-27,C23671,7,site,Desktop,Livros,"R$ 134,66",BA,sim
202604-00277,2026-04-21,C10514,10,app,Desktop,Livros,"R$ 227,65",RJ,nao
202604-00278,2026-04-03,C14496,6,marketplace,Android,Beleza,"R$ 65,12",MG,nao
202604-00279,2026-04-17,C23897,3,site,Android,Casa e Decoração,"R$ 73,45",CE,sim
202604-00280,2026-04-01,C28937,8,app,Android,Livros,"R$ 60,88",SP,nao
202604-00281,2026-04-19,C22024,8,app,iOS,Beleza,"R$ 128,23",DF,nao
202604-00282,2026-04-23,C12623,8,app,Android,Mercado,"R$ 77,09",CE,nao
202604-00283,2026-04-17,C39160,9,app,iOS,Livros,"R$ 165,56",RJ,sim
202604-00284,2026-04-26,C28993,5,site,iOS,Casa e Decoração,"R$ 326,25",DF,sim
202604-00285,2026-04-16,C28807,8,app,Android,Mercado,"R$ 123,12",DF,nao
202604-00286,2026-04-23,C29583,10,app,Android,Esporte,"R$ 143,06",SP,nao
202604-00287,2026-04-19,C15540,10,app,Android,Casa e Decoração,"R$ 148,56",CE,sim
202604-00288,2026-04-05,C26567,7,app,Android,Casa e Decoração,"R$ 156,50",RJ,sim
202604-00289,2026-04-28,C18419,5,site,,Eletrônicos,"R$ 131,10",RS,sim
202604-00290,2026-04-22,C24635,7,marketplace,iOS,Mercado,"R$ 105,04",MG,sim
202604-00291,2026-04-28,C11084,8,app,iOS,Moda,"R$ 32,55",DF,sim
202604-00292,2026-04-25,C22555,7,site,Android,Livros,"R$ 129,67",PE,sim
202604-00293,2026-04-02,C31045,9,app,Desktop,Eletrônicos,"R$ 59,18",BA,sim
202604-00294,2026-04-10,C25606,10,app,Android,Esporte,"R$ 66,27",CE,sim
202604-00295,2026-04-16,C18605,10,app,Desktop,Eletrônicos,"R$ 163,86",PE,nao
202604-00296,2026-04-13,C32232,6,marketplace,Android,Eletrônicos,"R$ 421,04",CE,sim
202604-00297,2026-04-28,C24148,4,marketplace,Android,Casa e Decoração,"R$ 231,23",BA,nao
202604-00298,2026-04-09,C31441,10,app,Android,Livros,"R$ 75,99",RJ,sim
202604-00299,2026-04-25,C16387,10,site,Android,Moda,"R$ 102,00",SP,nao
202604-00300,2026-04-27,C12226,8,site,,Eletrônicos,"R$ 145,80",SP,sim
202604-00301,2026-04-08,C33765,7,site,iOS,Eletrônicos,"R$ 214,34",BA,sim
202604-00302,2026-04-22,C39293,10,app,Desktop,Livros,"R$ 35,73",SP,sim
202604-00303,2026-04-03,C38063,10,site,Android,Mercado,"R$ 37,95",RJ,sim
