id_avaliacao,data_avaliacao,id_cliente,nota_nps,canal,dispositivo,categoria_compra,valor_pedido,uf,primeiro_pedido
202605-00129,2026-05-14,C26798,9,app,Desktop,Casa e Decoração,"R$ 178,95",CE,sim
202605-00130,2026-05-13,C13371,8,app,Android,Casa e Decoração,"R$ 102,11",RS,sim
202605-00131,2026-05-14,C38929,10,site,Android,Casa e Decoração,"R$ 134,06",CE,nao
202605-00132,2026-05-13,C24067,3,site,Android,Livros,"R$ 55,59",SP,sim
202605-00133,2026-05-17,C18292,8,app,iOS,Mercado,"R$ 150,96",SP,nao
202605-00134,2026-05-06,C36510,8,app,Android,Casa e Decoração,"R$ 285,23",RJ,sim
202605-00135,2026-05-12,C14752,4,app,iOS,Casa e Decoração,"R$ 134,36",BA,sim
202605-00136,2026-05-15,C28594,3,site,Desktop,Esporte,"R$ 206,81",PR,sim
202605-00137,2026-05-07,C27277,8,app,Android,Livros,"R$ 163,00",SP,sim
202605-00138,2026-05-22,C34779,5,site,Desktop,Moda,"R$ 297,56",PE,sim
202605-00139,2026-05-16,C11533,10,app,Android,Eletrônicos,"R$ 182,82",CE,nao
202605-00140,2026-05-19,C22545,8,app,iOS,Eletrônicos,"R$ 182,34",BA,sim
202605-00141,2026-05-05,C37578,5,marketplace,iOS,Esporte,"R$ 221,16",RS,sim
202605-00142,2026-05-03,C25397,10,app,Desktop,Livros,"R$ 257,09",SP,nao
202605-00143,2026-05-13,C12613,6,app,iOS,Esporte,"R$ 156,49",BA,sim
202605-00144,2026-05-16,C37809,5,app,Desktop,Mercado,"R$ 181,39",CE,nao
202605-00145,2026-05-01,C17340,7,marketplace,iOS,Eletrônicos,"R$ 32,82",RJ,nao
202605-00146,2026-05-08,C15576,4,marketplace,Android,Mercado,"R$ 99,66",PE,nao
202605-00147,2026-05-01,C32552,6,site,iOS,Mercado,"R$ 52,11",DF,sim
202605-00148,2026-05-03,C18641,9,app,Android,Mercado,"R$ 144,90",RS,nao
202605-00149,2026-05-05,C29118,8,app,iOS,Mercado,"R$ 71,59",MG,sim
202605-00150,2026-05-21,C24640,9,site,Android,Moda,"R$ 387,14",PE,nao
202605-00151,2026-05-11,C35317,6,site,iOS,Casa e Decoração,"R$ 79,16",RS,nao
202605-00152,2026-05-18,C37379,8,site,Android,Livros,"R$ 94,57",BA,sim
202605-00153,2026-05-16,C11974,7,site,Android,Beleza,"R$ 203,93",RJ,nao
202605-00154,2026-05-11,C16837,4,app,Android,Esporte,"R$ 305,76",RJ,nao
202605-00155,2026-05-23,C24877,7,site,Desktop,Eletrônicos,"R$ 91,10",RS,sim
202605-00156,2026-05-13,C24825,8,app,Android,Mercado,"R$ 118,36",BA,nao
202605-00157,2026-05-14,C15380,4,app,Desktop,Esporte,"R$ 346,01",RS,sim
202605-00158,2026-05-24,C13611,8,app,Desktop,Moda,"R$ 165,69",RJ,nao
202605-00159,2026-05-15,C21532,10,app,Desktop,Eletrônicos,"R$ 59,45",DF,nao
202605-00160,2026-05-13,C26455,9,app,iOS,Beleza,"R$ 100,75",MG,nao
202605-00161,2026-05-21,C22534,10,app,Android,Casa e Decoração,"R$ 27,41",SP,sim
202605-00162,2026-05-09,C27352,8,app,Android,Eletrônicos,"R$ 79,68",SP,sim
202605-00163,2026-05-08,C13774,8,site,iOS,Casa e Decoração,"R$ 168,85",RJ,sim
202605-00164,2026-05-09,C17420,6,app,Android,Beleza,"R$ 73,81",RJ,nao
202605-00165,2026-05-24,C37003,8,app,iOS,Moda,"R$ 64,87",PR,sim
202605-00166,2026-05-21,C19436,9,site,iOS,Eletrônicos,"R$ 93,84",BA,sim
202605-00167,2026-05-16,C34218,2,app,Desktop,Moda,"R$ 93,47",SP,sim
202605-00168,2026-05-06,C16138,6,app,Android,Eletrônicos,"R$ 38,79",RJ,nao
202605-00169,2026-05-06,C18645,5,app,iOS,Mercado,"R$ 131,18",SP,sim
202605-00170,2026-05-19,C10032,10,site,iOS,Eletrônicos,"R$ 151,29",CE,sim
202605-00171,2026-05-22,C19524,6,site,Android,Moda,"R$ 167,19",SP,sim
202605-00172,2026-05-10,C36341,6,site,Android,Livros,"R$ 74,72",RJ,nao
202605-00173,2026-05-22,C25941,4,marketplace,Android,Mercado,"R$ 35,65",RS,nao
202605-00174,2026-05-17,C35379,7,app,Desktop,Mercado,"R$ 135,73",BA,nao
202605-00175,2026-05-24,C30964,8,app,,Beleza,"R$ 90,81",DF,sim
202605-00176,2026-05-12,C26312,5,site,Android,Livros,"R$ 186,00",MG,nao
202605-00177,2026-05-07,C22379,5,app,Desktop,Livros,"R$ 209,19",RJ,nao
202605-00178,2026-05-06,C18693,4,marketplace,iOS,Casa e Decoração,"R$ 71,76",DF,nao
202605-00179,2026-05-10,C16244,4,site,Android,Casa e Decoração,"R$ 85,54",RS,sim
202605-00180,2026-05-19,C35969,10,app,iOS,Eletrônicos,"R$ 174,33",CE,nao
202605-00181,2026-05-15,C32312,8,marketplace,Desktop,Esporte,"R$ 175,12",MG,sim
202605-00182,2026-05-03,C36207,6,app,Android,Moda,"R$ 96,39",RS,nao
202605-00183,2026-05-02,C26002,6,site,Android,Livros,"R$ 308,40",RJ,sim
202605-00184,2026-05-12,C38793,6,app,Desktop,Livros,"R$ 227,14",MG,sim
202605-00185,2026-05-05,C34020,8,marketplace,Android,Eletrônicos,"R$ 437,35",RS,nao
202605-00186,2026-05-12,C18150,7,app,Android,Beleza,"R$ 200,06",CE,nao
202605-00187,2026-05-09,C19896,10,marketplace,iOS,Beleza,"R$ 78,86",RJ,nao
202605-00188,2026-05-22,C35154,4,site,iOS,Esporte,"R$ 32,59",MG,sim
202605-00189,2026-05-10,C28568,9,app,Android,Moda,"R$ 32,52",RJ,nao
202605-00190,2026-05-04,C14541,6,site,Android,Esporte,"R$ 165,03",PE,nao
202605-00191,2026-05-15,C23779,8,app,Android,Esporte,"R$ 163,66",PE,sim
202605-00192,2026-05-03,C34767,7,marketplace,Desktop,Mercado,"R$ 297,44",PE,sim
202605-00193,2026-05-05,C30345,5,site,Android,Casa e Decoração,"R$ 75,65",BA,sim
202605-00194,2026-05-05,C23203,6,site,Android,Mercado,"R$ 217,27",PE,nao
202605-00195,2026-05-02,C18853,9,site,Android,Casa e Decoração,"R$ 166,64",RJ,sim
202605-00196,2026-05-16,C32629,9,site,iOS,Livros,"R$ 53,27",SP,sim
202605-00197,2026-05-05,C28417,10,site,Android,Moda,"R$ 352,93",DF,sim
202605-00198,2026-05-24,C10211,9,app,Android,Moda,"R$ 422,95",RS,sim
202605-00199,2026-05-20,C38832,5,app,iOS,Moda,"R$ 84,17",MG,sim
202605-00200,2026-05-15,C22802,6,app,iOS,Beleza,"R$ 201,35",DF,nao
202605-00201,2026-05-27,C37778,4,marketplace,Desktop,Livros,"R$ 206,49",PR,nao
202605-00202,2026-05-04,C24167,9,marketplace,iOS,Moda,"R$ 197,68",SP,sim
202605-00203,2026-05-07,C25602,8,app,iOS,Eletrônicos,"R$ 60,85",DF,nao
202605-00204,2026-05-13,C22642,6,app,iOS,Beleza,"R$ 291,41",RS,nao
202605-00205,2026-05-15,C13936,9,app,iOS,Casa e Decoração,"R$ 118,24",RS,sim
202605-00206,2026-05-15,C11396,6,site,Android,Moda,"R$ 29,43",SP,nao
202605-00207,2026-05-09,C10298,4,marketplace,Android,Mercado,"R$ 463,12",CE,sim
202605-00208,2026-05-13,C26811,5,app,Android,Casa e Decoração,"R$ 138,74",DF,nao
202605-00209,2026-05-09,C35721,10,app,iOS,Beleza,"R$ 50,48",MG,sim
202605-00210,2026-05-13,C25458,7,marketplace,iOS,Livros,"R$ 234,29",CE,nao
202605-00211,2026-05-19,C29029,8,app,Android,Beleza,"R$ 904,95",BA,sim
202605-00212,2026-05-08,C13163,5,app,Android,Livros,"R$ 254,96",MG,nao
202605-00213,2026-05-25,C36494,8,app,Android,Eletrônicos,"R$ 208,58",PR,sim
202605-00214,2026-05-25,C23764,8,site,iOS,Casa e Decoração,"R$ 72,73",PE,sim
202605-00215,2026-05-15,C35013,8,app,Android,Eletrônicos,"R$ 33,10",RJ,sim
202605-00216,2026-05-13,C14365,9,app,Android,Moda,"R$ 149,71",CE,sim
202605-00217,2026-05-22,C19374,9,app,Android,Beleza,"R$ 254,85",CE,sim
202605-00218,2026-05-21,C31910,9,app,iOS,Moda,"R$ 134,78",SP,sim
202605-00219,2026-05-19,C27910,6,app,iOS,Livros,"R$ 73,81",PE,nao
202605-00220,2026-05-19,C37118,10,app,Android,Esporte,"R$ 332,10",PR,sim
202605-00221,2026-05-14,C30495,7,site,iOS,Eletrônicos,"R$ 125,49",CE,sim
202605-00222,2026-05-04,C13864,5,site,iOS,Esporte,"R$ 276,15",RS,nao
202605-00223,2026-05-27,C18237,9,app,Android,Mercado,"R$ 472,88",RS,sim
202605-00224,2026-05-18,C28853,5,marketplace,Android,Esporte,"R$ 93,26",RJ,nao
202605-00225,2026-05-18,C32856,8,app,Android,Casa e Decoração,"R$ 191,05",SP,sim
202605-00226,2026-05-09,C16570,7,app,Android,Moda,"R$ 65,95",PE,sim
202605-00227,2026-05-25,C31736,9,site,iOS,Beleza,"R$ 201,30",BA,sim
202605-00228,2026-05-20,C33038,5,site,Desktop,Casa e Decoração,"R$ 313,82",SP,sim
202605-00229,2026-05-24,C30068,9,marketplace,Desktop,Beleza,"R$ 133,49",SP,sim
202605-00230,2026-05-04,C11166,8,app,iOS,Casa e Decoração,"R$ 179,08",SP,nao
202605-00231,2026-05-01,C11813,6,app,,Mercado,"R$ 124,09",PR,sim
202605-00232,2026-05-22,C32400,3,site,Android,Eletrônicos,"R$ 224,42",PE,nao
202605-00233,2026-05-14,C32981,4,site,iOS,Beleza,"R$ 348,07",MG,sim
202605-00234,2026-05-12,C16345,6,marketplace,Desktop,Moda,"R$ 104,78",BA,sim
202605-00235,2026-05-08,C23535,7,app,Desktop,Mercado,"R$ 99,32",SP,sim
202605-00236,2026-05-28,C33587,9,marketplace,iOS,Eletrônicos,"R$ 21,30",SP,sim
202605-00237,2026-05-02,C20293,10,app,Android,Moda,"R$ 153,95",RS,nao
202605-00238,2026-05-16,C31547,5,app,iOS,Casa e Decoração,"R$ 57,24",PE,sim
202605-00239,2026-05-28,C17218,10,app,iOS,Casa e Decoração,"R$ 62,69",BA,nao
202605-00240,2026-05-17,C39261,4,marketplace,Android,Esporte,"R$ 269,38",PR,sim
202605-00241,2026-05-23,C30377,9,app,iOS,Moda,"R$ 63,02",PE,sim
202605-00242,2026-05-07,C14022,8,app,Desktop,Moda,"R$ 59,26",DF,sim
202605-00243,2026-05-21,C35041,9,marketplace,iOS,Beleza,"R$ 255,43",CE,sim
202605-00244,2026-05-13,C19843,9,app,iOS,Casa e Decoração,"R$ 156,52",SP,nao
202605-00245,2026-05-13,C24549,10,app,iOS,Moda,"R$ 121,48",PE,nao
202605-00246,2026-05-02,C27745,5,site,Desktop,Esporte,"R$ 166,44",RS,nao
202605-00247,2026-05-26,C34684,10,marketplace,Android,Casa e Decoração,"R$ 59,72",RS,nao
202605-00248,2026-05-26,C13578,6,marketplace,Desktop,Livros,"R$ 162,64",SP,nao
202605-00249,2026-05-15,C23888,6,marketplace,Android,Esporte,"R$ 61,09",DF,nao
202605-00250,2026-05-15,C34432,10,app,iOS,Eletrônicos,"R$ 616,48",PE,nao
202605-00251,2026-05-03,C18189,7,site,iOS,Esporte,"R$ 64,53",RS,nao
202605-00252,2026-05-12,C18806,5,app,Android,Mercado,"R$ 145,56",RS,sim
202605-00253,2026-05-22,C20518,10,app,Desktop,Beleza,"R$ 169,46",SP,nao
202605-00254,2026-05-15,C11212,8,app,Android,Mercado,"R$ 80,44",SP,sim
202605-00255,2026-05-03,C19058,6,app,Android,Eletrônicos,"R$ 217,96",SP,nao
202605-00256,2026-05-09,C38477,10,app,iOS,Moda,"R$ 41,18",RS,sim
202605-00257,2026-05-08,C13750,9,marketplace,iOS,Esporte,"R$ 181,61",SP,nao
202605-00258,2026-05-18,C33506,10,site,Desktop,Casa e Decoração,"R$ 47,49",SP,nao
202605-00259,2026-05-18,C33537,5,app,iOS,Eletrônicos,"R$ 109,48",BA,sim
202605-00260,2026-05-17,C12537,8,site,iOS,Casa e Decoração,"R$ 427,29",RJ,nao
202605-00261,2026-05-10,C14688,9,app,,Esporte,"R$ 102,53",PE,nao
202605-00262,2026-05-21,C22278,6,app,Desktop,Esporte,"R$ 287,44",PE,sim
202605-00263,2026-05-10,C14917,6,app,iOS,Esporte,"R$ 379,91",SP,sim
202605-00264,2026-05-23,C35587,7,site,Android,Livros,"R$ 369,96",DF,nao
202605-00265,2026-05-27,C29093,8,marketplace,Android,Beleza,"R$ 110,40",PE,sim
202605-00266,2026-05-19,C26498,5,marketplace,Android,Livros,"R$ 95,71",PR,nao
202605-00267,2026-05-28,C38786,8,site,iOS,Beleza,"R$ 128,25",RJ,nao
202605-00268,2026-05-27,C28849,7,app,iOS,Moda,"R$ 108,21",PR,nao
202605-00269,2026-05-24,C13781,8,app,Android,Beleza,"R$ 27,38",BA,nao
202605-00270,2026-05-17,C12504,9,app,Android,Esporte,"R$ 61,20",DF,sim
202605-00271,2026-05-08,C28656,6,app,Desktop,Esporte,"R$ 37,29",PE,sim
202605-00272,2026-05-22,C29161,4,site,Android,Mercado,"R$ 47,05",PE,nao
202605-00273,2026-05-03,C23385,6,app,Desktop,Esporte,"R$ 476,89",RJ,nao
202605-00274,2026-05-06,C38718,6,site,iOS,Beleza,"R$ 137,61",PR,nao
202605-00275,2026-05-24,C13309,8,site,iOS,Beleza,"R$ 133,19",CE,sim
202605-00276,2026-05-05,C26872,7,site,Desktop,Beleza,"R$ 52,63",RJ,nao
202605-00277,2026-05-08,C33330,10,app,iOS,Mercado,"R$ 430,54",DF,nao
202605-00278,2026-05-04,C33664,4,site,Android,Casa e Decoração,"R$ 59,33",SP,nao
202605-00279,2026-05-24,C37354,6,marketplace,Android,Livros,"R$ 61,86",CE,sim
202605-00280,2026-05-27,C26691,8,site,Desktop,Esporte,"R$ 72,98",SP,nao
202605-00281,2026-05-13,C20500,10,site,Android,Esporte,"R$ 279,61",CE,nao
202605-00282,2026-05-08,C19743,7,marketplace,iOS,Esporte,"R$ 249,36",RJ,nao
202605-00283,2026-05-11,C34815,10,app,iOS,Mercado,"R$ 81,88",PE,sim
202605-00284,2026-05-19,C38822,6,app,iOS,Casa e Decoração,"R$ 128,34",RS,sim
202605-00285,2026-05-16,C24382,10,app,iOS,Casa e Decoração,"R$ 133,93",RS,sim
202605-00286,2026-05-05,C13144,3,marketplace,Desktop,Mercado,"R$ 69,27",RS,sim
202605-00287,2026-05-18,C27626,8,app,iOS,Mercado,"R$ 115,24",SP,sim
202605-00288,2026-05-19,C23975,10,app,Android,Mercado,"R$ 46,05",RS,nao
202605-00289,2026-05-23,C33144,9,app,iOS,Beleza,"R$ 344,60",RJ,nao
202605-00290,2026-05-09,C33974,10,app,Desktop,Mercado,"R$ 91,55",MG,sim
202605-00291,2026-05-24,C12436,8,site,Android,Casa e Decoração,"R$ 181,06",PR,nao
202605-00292,2026-05-22,C35462,7,site,Android,Eletrônicos,"R$ 113,39",DF,nao
202605-00293,2026-05-11,C16238,9,app,Android,Livros,"R$ 20,64",DF,sim
202605-00294,2026-05-08,C14485,8,marketplace,Desktop,Moda,"R$ 132,73",SP,sim
202605-00295,2026-05-16,C36668,7,app,Android,Moda,"R$ 509,18",MG,sim
202605-00296,2026-05-17,C38087,6,site,iOS,Beleza,"R$ 91,64",RJ,sim
202605-00297,2026-05-07,C33264,10,app,Android,Casa e Decoração,"R$ 67,87",SP,nao
202605-00298,2026-05-21,C21426,6,site,Android,Moda,"R$ 109,63",PR,nao
202605-00299,2026-05-22,C25894,9,site,Android,Esporte,"R$ 140,54",RS,nao
202605-00300,2026-05-04,C17173,5,site,Desktop,Mercado,"R$ 83,72",RS,nao
202605-00301,2026-05-11,C18106,7,app,iOS,Beleza,"R$ 115,12",CE,nao
